Determinant,MinA,Euler,A,B,C,0:00,0:01,0:02,0:03,0:01/23,0:02/13,0:03/12,1:00,1:01,1:02,1:03,1:01/23,1:02/13,1:03/12
-783,1,-1008,1,-1+1w,-782,4950,4970,4950,4970,524,504,484,4970,4950,4970,4950,524,504,484
-785,1,-632,1,0,-785,3756,3762,3756,3762,322,316,310,3762,3756,3762,3756,322,316,310
-785,1,-632,1,-1+1w,-784,3762,3756,3762,3756,310,316,322,3756,3762,3756,3762,310,316,322
-786,1,-1040,1,0,-786,5868,5868,5868,5868,520,520,520,5868,5868,5868,5868,520,520,520
-786,3,-260,3,-2+1w,-261,1022,1022,1022,1022,130,130,130,1022,1022,1022,1022,130,130,130
-788,1,-784,1,0,-788,4656,4656,4656,4656,392,392,392,4656,4656,4656,4656,392,392,392
-789,1,-1048,1,0,-789,5186,5210,5186,5210,548,524,500,5210,5186,5210,5186,548,524,500
-789,1,-1048,1,-1+1w,-788,5210,5186,5210,5186,500,524,548,5186,5210,5186,5210,500,524,548
-790,1,-1280,1,0,-790,7320,7320,7320,7320,640,640,640,7320,7320,7320,7320,640,640,640
-791,1,-896,1,0,-791,4518,4518,4518,4518,448,448,448,4518,4518,4518,4518,448,448,448
-791,1,-896,1,-1+1w,-790,4518,4518,4518,4518,448,448,448,4518,4518,4518,4518,448,448,448
-792,1,-960,1,0,-792,5602,5602,5602,5602,480,480,480,5602,5602,5602,5602,480,480,480
-794,1,-796,1,0,-794,5124,5124,5124,5124,398,398,398,5124,5124,5124,5124,398,398,398
-795,1,-832,1,0,-795,4348,4376,4348,4376,444,416,388,4376,4348,4376,4348,444,416,388
-795,1,-832,1,-1+1w,-794,4376,4348,4376,4348,388,416,444,4348,4376,4348,4376,388,416,444
-795,3,-208,3,-2+1w,-264,728,738,728,738,114,104,94,738,728,738,728,114,104,94
-795,3,-208,3,-1+2w,-264,738,728,738,728,94,104,114,728,738,728,738,94,104,114
-797,1,-796,1,0,-797,4283,4294,4283,4294,409,398,387,4294,4283,4294,4283,409,398,387
-797,1,-796,1,-1+1w,-796,4294,4283,4294,4283,387,398,409,4283,4294,4283,4294,387,398,409
-798,1,-1280,1,0,-798,6928,6928,6928,6928,640,640,640,6928,6928,6928,6928,640,640,640
-799,1,-1472,1,0,-799,6576,6588,6576,6588,748,736,724,6588,6576,6588,6576,748,736,724
-799,1,-1472,1,-1+1w,-798,6588,6576,6588,6576,724,736,748,6576,6588,6576,6588,724,736,748
-800,1,-640,1,0,-800,4230,4230,4230,4230,320,320,320,4230,4230,4230,4230,320,320,320
-801,1,-1056,1,0,-801,5136,5144,5136,5144,536,528,520,5144,5136,5144,5136,536,528,520
-801,1,-1056,1,-1+1w,-800,5144,5136,5144,5136,520,528,536,5136,5144,5136,5144,520,528,536
-802,1,-1600,1,0,-802,8310,8310,8310,8310,800,800,800,8310,8310,8310,8310,800,800,800
-803,1,-740,1,0,-803,4182,4188,4182,4188,376,370,364,4188,4182,4188,4182,376,370,364
-803,1,-740,1,-1+1w,-802,4188,4182,4188,4182,364,370,376,4182,4188,4182,4188,364,370,376
-805,1,-1408,1,0,-805,6382,6404,6382,6404,726,704,682,6404,6382,6404,6382,726,704,682
-805,1,-1408,1,-1+1w,-804,6404,6382,6404,6382,682,704,726,6382,6404,6382,6404,682,704,726
-806,1,-896,1,0,-806,5364,5364,5364,5364,448,448,448,5364,5364,5364,5364,448,448,448
-807,1,-1072,1,0,-807,5314,5322,5314,5322,544,536,528,5322,5314,5322,5314,544,536,528
-807,1,-1072,1,-1+1w,-806,5322,5314,5322,5314,528,536,544,5314,5322,5314,5322,528,536,544
-808,1,-1600,1,0,-808,7932,7932,7932,7932,800,800,800,7932,7932,7932,7932,800,800,800
-809,1,-808,1,0,-809,4317,4362,4317,4362,449,404,359,4362,4317,4362,4317,449,404,359
-809,1,-808,1,-1+1w,-808,4362,4317,4362,4317,359,404,449,4317,4362,4317,4362,359,404,449
-810,1,-864,1,0,-810,5560,5560,5560,5560,432,432,432,5560,5560,5560,5560,432,432,432
-812,1,-896,1,0,-812,5124,5124,5124,5124,448,448,448,5124,5124,5124,5124,448,448,448
-814,1,-1520,1,0,-814,8220,8220,8220,8220,760,760,760,8220,8220,8220,8220,760,760,760
-815,1,-656,1,0,-815,3902,3904,3902,3904,330,328,326,3904,3902,3904,3902,330,328,326
-815,1,-656,1,-1+1w,-814,3904,3902,3904,3902,326,328,330,3902,3904,3902,3904,326,328,330
-816,1,-1024,1,0,-816,6044,6044,6044,6044,512,512,512,6044,6044,6044,6044,512,512,512
-818,1,-820,1,0,-818,5286,5286,5286,5286,410,410,410,5286,5286,5286,5286,410,410,410
-820,1,-1280,1,0,-820,6936,6936,6936,6936,640,640,640,6936,6936,6936,6936,640,640,640
-821,1,-820,1,0,-821,4435,4436,4435,4436,411,410,409,4436,4435,4436,4435,411,410,409
-821,1,-820,1,-1+1w,-820,4436,4435,4436,4435,409,410,411,4435,4436,4435,4436,409,410,411
-822,1,-1088,1,0,-822,6168,6168,6168,6168,544,544,544,6168,6168,6168,6168,544,544,544
-822,3,-272,3,-2+1w,-273,1076,1076,1076,1076,136,136,136,1076,1076,1076,1076,136,136,136
-824,1,-832,1,0,-824,5118,5118,5118,5118,416,416,416,5118,5118,5118,5118,416,416,416
-825,1,-800,1,0,-825,4706,4704,4706,4704,398,400,402,4704,4706,4704,4706,398,400,402
-825,1,-800,1,-1+1w,-824,4704,4706,4704,4706,402,400,398,4706,4704,4706,4704,402,400,398
-826,1,-1856,1,0,-826,9108,9108,9108,9108,928,928,928,9108,9108,9108,9108,928,928,928
-827,1,-826,1,0,-827,4479,4458,4479,4458,392,413,434,4458,4479,4458,4479,392,413,434
-827,1,-826,1,-1+1w,-826,4458,4479,4458,4479,434,413,392,4479,4458,4479,4458,434,413,392
-828,1,-1056,1,0,-828,5908,5908,5908,5908,528,528,528,5908,5908,5908,5908,528,528,528
-830,1,-656,1,0,-830,4716,4716,4716,4716,328,328,328,4716,4716,4716,4716,328,328,328
-833,1,-896,1,0,-833,4722,4704,4722,4704,430,448,466,4704,4722,4704,4722,430,448,466
-833,1,-896,1,-1+1w,-832,4704,4722,4704,4722,466,448,430,4722,4704,4722,4704,466,448,430
-834,1,-1120,1,0,-834,6740,6740,6740,6740,560,560,560,6740,6740,6740,6740,560,560,560
-835,1,-1328,1,0,-835,6366,6360,6366,6360,658,664,670,6360,6366,6360,6366,658,664,670
-835,1,-1328,1,-1+1w,-834,6360,6366,6360,6366,670,664,658,6366,6360,6366,6360,670,664,658
-836,1,-800,1,0,-836,4860,4860,4860,4860,400,400,400,4860,4860,4860,4860,400,400,400
-838,1,-1672,1,0,-838,8736,8736,8736,8736,836,836,836,8736,8736,8736,8736,836,836,836
-839,1,-838,1,0,-839,4551,4542,4551,4542,410,419,428,4542,4551,4542,4551,410,419,428
-839,1,-838,1,-1+1w,-838,4542,4551,4542,4551,428,419,410,4551,4542,4551,4542,428,419,410
-840,1,-1024,1,0,-840,5748,5748,5748,5748,512,512,512,5748,5748,5748,5748,512,512,512
-840,3,-256,3,-2+1w,-279,988,988,988,988,128,128,128,988,988,988,988,128,128,128
-842,1,-844,1,0,-842,5466,5466,5466,5466,422,422,422,5466,5466,5466,5466,422,422,422
-843,1,-1120,1,0,-843,5626,5598,5626,5598,532,560,588,5598,5626,5598,5626,532,560,588
-843,1,-1120,1,-1+1w,-842,5598,5626,5598,5626,588,560,532,5626,5598,5626,5598,588,560,532
-845,1,-728,1,0,-845,4178,4174,4178,4174,360,364,368,4174,4178,4174,4178,360,364,368
-845,1,-728,1,-1+1w,-844,4174,4178,4174,4178,368,364,360,4178,4174,4178,4174,368,364,360
-846,1,-1104,1,0,-846,6520,6520,6520,6520,552,552,552,6520,6520,6520,6520,552,552,552
-848,1,-832,1,0,-848,5154,5154,5154,5154,416,416,416,5154,5154,5154,5154,416,416,416
-850,1,-1280,1,0,-850,7686,7686,7686,7686,640,640,640,7686,7686,7686,7686,640,640,640
-851,1,-836,1,0,-851,4592,4594,4592,4594,420,418,416,4594,4592,4594,4592,420,418,416
-851,1,-836,1,-1+1w,-850,4594,4592,4594,4592,416,418,420,4592,4594,4592,4594,416,418,420
-852,1,-1120,1,0,-852,6308,6308,6308,6308,560,560,560,6308,6308,6308,6308,560,560,560
-854,1,-992,1,0,-854,5976,5976,5976,5976,496,496,496,5976,5976,5976,5976,496,496,496
-855,1,-960,1,0,-855,5040,5014,5040,5014,454,480,506,5014,5040,5014,5040,454,480,506
-855,1,-960,1,-1+1w,-854,5014,5040,5014,5040,506,480,454,5040,5014,5040,5014,506,480,454
-856,1,-1696,1,0,-856,8478,8478,8478,8478,848,848,848,8478,8478,8478,8478,848,848,848
-857,1,-856,1,0,-857,4657,4658,4657,4658,429,428,427,4658,4657,4658,4657,429,428,427
-857,1,-856,1,-1+1w,-856,4658,4657,4658,4657,427,428,429,4657,4658,4657,4658,427,428,429
-858,1,-1120,1,0,-858,6396,6396,6396,6396,560,560,560,6396,6396,6396,6396,560,560,560
-858,3,-280,3,-2+1w,-285,1126,1126,1126,1126,140,140,140,1126,1126,1126,1126,140,140,140
-860,1,-704,1,0,-860,4536,4536,4536,4536,352,352,352,4536,4536,4536,4536,352,352,352
-861,1,-1280,1,0,-861,6084,6068,6084,6068,624,640,656,6068,6084,6068,6084,624,640,656
-861,1,-1280,1,-1+1w,-860,6068,6084,6068,6084,656,640,624,6084,6068,6084,6068,656,640,624
-862,1,-1720,1,0,-862,8994,8994,8994,8994,860,860,860,8994,8994,8994,8994,860,860,860
-863,1,-862,1,0,-863,4697,4666,4697,4666,400,431,462,4666,4697,4666,4697,400,431,462
-863,1,-862,1,-1+1w,-862,4666,4697,4666,4697,462,431,400,4697,4666,4697,4666,462,431,400
-864,1,-1152,1,0,-864,6362,6362,6362,6362,576,576,576,6362,6362,6362,6362,576,576,576
-865,1,-1376,1,0,-865,6612,6612,6612,6612,688,688,688,6612,6612,6612,6612,688,688,688
-865,1,-1376,1,-1+1w,-864,6612,6612,6612,6612,688,688,688,6612,6612,6612,6612,688,688,688
-866,1,-868,1,0,-866,5610,5610,5610,5610,434,434,434,5610,5610,5610,5610,434,434,434
-869,1,-800,1,0,-869,4576,4586,4576,4586,410,400,390,4586,4576,4586,4576,410,400,390
-869,1,-800,1,-1+1w,-868,4586,4576,4586,4576,390,400,410,4576,4586,4576,4586,390,400,410
-870,1,-896,1,0,-870,6196,6196,6196,6196,448,448,448,6196,6196,6196,6196,448,448,448
-872,1,-880,1,0,-872,5448,5448,5448,5448,440,440,440,5448,5448,5448,5448,440,440,440
-874,1,-1760,1,0,-874,9216,9216,9216,9216,880,880,880,9216,9216,9216,9216,880,880,880
-875,1,-800,1,0,-875,4466,4474,4466,4474,408,400,392,4474,4466,4474,4466,408,400,392
-875,1,-800,1,-1+1w,-874,4474,4466,4474,4466,392,400,408,4466,4474,4466,4474,392,400,408
-878,1,-880,1,0,-878,5736,5736,5736,5736,440,440,440,5736,5736,5736,5736,440,440,440
-879,1,-1168,1,0,-879,5890,5898,5890,5898,592,584,576,5898,5890,5898,5890,592,584,576
-879,1,-1168,1,-1+1w,-878,5898,5890,5898,5890,576,584,592,5890,5898,5890,5898,576,584,592
-880,1,-1280,1,0,-880,7506,7506,7506,7506,640,640,640,7506,7506,7506,7506,640,640,640
-881,1,-880,1,0,-881,4807,4814,4807,4814,447,440,433,4814,4807,4814,4807,447,440,433
-881,1,-880,1,-1+1w,-880,4814,4807,4814,4807,433,440,447,4807,4814,4807,4814,433,440,447
-882,1,-1344,1,0,-882,7432,7432,7432,7432,672,672,672,7432,7432,7432,7432,672,672,672
-884,1,-896,1,0,-884,5364,5364,5364,5364,448,448,448,5364,5364,5364,5364,448,448,448
-885,1,-928,1,0,-885,4948,4928,4948,4928,444,464,484,4928,4948,4928,4948,444,464,484
-885,1,-928,1,-1+1w,-884,4928,4948,4928,4948,484,464,444,4948,4928,4948,4928,484,464,444
-885,3,-232,3,-2+1w,-294,836,828,836,828,108,116,124,828,836,828,836,108,116,124
-885,3,-232,3,-1+2w,-294,828,836,828,836,124,116,108,836,828,836,828,124,116,108
-886,1,-1768,1,0,-886,9312,9312,9312,9312,884,884,884,9312,9312,9312,9312,884,884,884
-887,1,-886,1,0,-887,4843,4844,4843,4844,444,443,442,4844,4843,4844,4843,444,443,442
-887,1,-886,1,-1+1w,-886,4844,4843,4844,4843,442,443,444,4843,4844,4843,4844,442,443,444
-888,1,-1216,1,0,-888,6920,6920,6920,6920,608,608,608,6920,6920,6920,6920,608,608,608
-890,1,-704,1,0,-890,5094,5094,5094,5094,352,352,352,5094,5094,5094,5094,352,352,352
-891,1,-1080,1,0,-891,5612,5598,5612,5598,526,540,554,5598,5612,5598,5612,526,540,554
-891,1,-1080,1,-1+1w,-890,5598,5612,5598,5612,554,540,526,5612,5598,5612,5598,554,540,526
-893,1,-920,1,0,-893,4926,4926,4926,4926,460,460,460,4926,4926,4926,4926,460,460,460
-893,1,-920,1,-1+1w,-892,4926,4926,4926,4926,460,460,460,4926,4926,4926,4926,460,460,460
-894,1,-1184,1,0,-894,6804,6804,6804,6804,592,592,592,6804,6804,6804,6804,592,592,592
-894,3,-296,3,-2+1w,-297,1178,1178,1178,1178,148,148,148,1178,1178,1178,1178,148,148,148
-895,1,-1424,1,0,-895,6888,6900,6888,6900,724,712,700,6900,6888,6900,6888,724,712,700
-895,1,-1424,1,-1+1w,-894,6900,6888,6900,6888,700,712,724,6888,6900,6888,6900,700,712,724
-896,1,-1024,1,0,-896,5940,5940,5940,5940,512,512,512,5940,5940,5940,5940,512,512,512
-897,1,-1232,1,0,-897,6102,6116,6102,6116,630,616,602,6116,6102,6116,6102,630,616,602
-897,1,-1232,1,-1+1w,-896,6116,6102,6116,6102,602,616,630,6102,6116,6102,6116,602,616,630
-898,1,-1792,1,0,-898,9462,9462,9462,9462,896,896,896,9462,9462,9462,9462,896,896,896
-899,1,-896,1,0,-899,4898,4912,4898,4912,462,448,434,4912,4898,4912,4898,462,448,434
-899,1,-896,1,-1+1w,-898,4912,4898,4912,4898,434,448,462,4898,4912,4898,4912,434,448,462
-901,1,-1664,1,0,-901,7570,7574,7570,7574,836,832,828,7574,7570,7574,7570,836,832,828
-901,1,-1664,1,-1+1w,-900,7574,7570,7574,7570,828,832,836,7570,7574,7570,7574,828,832,836
-902,1,-800,1,0,-902,5664,5664,5664,5664,400,400,400,5664,5664,5664,5664,400,400,400
-904,1,-1792,1,0,-904,9042,9042,9042,9042,896,896,896,9042,9042,9042,9042,896,896,896
-905,1,-728,1,0,-905,4400,4414,4400,4414,378,364,350,4414,4400,4414,4400,378,364,350
-905,1,-728,1,-1+1w,-904,4414,4400,4414,4400,350,364,378,4400,4414,4400,4414,350,364,378
-906,1,-1216,1,0,-906,7376,7376,7376,7376,608,608,608,7376,7376,7376,7376,608,608,608
-908,1,-904,1,0,-908,5466,5466,5466,5466,452,452,452,5466,5466,5466,5466,452,452,452
-909,1,-1200,1,0,-909,5940,5948,5940,5948,608,600,592,5948,5940,5948,5940,608,600,592
-909,1,-1200,1,-1+1w,-908,5948,5940,5948,5940,592,600,608,5940,5948,5940,5948,592,600,608
-910,1,-1792,1,0,-910,9348,9348,9348,9348,896,896,896,9348,9348,9348,9348,896,896,896
-911,1,-910,1,0,-911,4975,4976,4975,4976,456,455,454,4976,4975,4976,4975,456,455,454
-911,1,-910,1,-1+1w,-910,4976,4975,4976,4975,454,455,456,4975,4976,4975,4976,454,455,456
-913,1,-1640,1,0,-913,7586,7594,7586,7594,828,820,812,7594,7586,7594,7586,828,820,812
-913,1,-1640,1,-1+1w,-912,7594,7586,7594,7586,812,820,828,7586,7594,7586,7594,812,820,828
-914,1,-916,1,0,-914,5988,5988,5988,5988,458,458,458,5988,5988,5988,5988,458,458,458
-915,1,-992,1,0,-915,5520,5540,5520,5540,516,496,476,5540,5520,5540,5520,516,496,476
-915,1,-992,1,-1+1w,-914,5540,5520,5540,5520,476,496,516,5520,5540,5520,5540,476,496,516
-917,1,-1040,1,0,-917,5338,5342,5338,5342,524,520,516,5342,5338,5342,5338,524,520,516
-917,1,-1040,1,-1+1w,-916,5342,5338,5342,5338,516,520,524,5338,5342,5338,5342,516,520,524
-918,1,-1152,1,0,-918,7120,7120,7120,7120,576,576,576,7120,7120,7120,7120,576,576,576
-920,1,-704,1,0,-920,5040,5040,5040,5040,352,352,352,5040,5040,5040,5040,352,352,352
-922,1,-1840,1,0,-922,9750,9750,9750,9750,920,920,920,9750,9750,9750,9750,920,920,920
-923,1,-980,1,0,-923,5168,5176,5168,5176,498,490,482,5176,5168,5176,5168,498,490,482
-923,1,-980,1,-1+1w,-922,5176,5168,5176,5168,482,490,498,5168,5176,5168,5176,482,490,498
-924,1,-1280,1,0,-924,7144,7144,7144,7144,640,640,640,7144,7144,7144,7144,640,640,640
-926,1,-928,1,0,-926,6072,6072,6072,6072,464,464,464,6072,6072,6072,6072,464,464,464
-928,1,-1792,1,0,-928,9180,9180,9180,9180,896,896,896,9180,9180,9180,9180,896,896,896
-929,1,-928,1,0,-929,5101,5096,5101,5096,459,464,469,5096,5101,5096,5101,459,464,469
-929,1,-928,1,-1+1w,-928,5096,5101,5096,5101,469,464,459,5101,5096,5101,5096,469,464,459
-930,1,-1024,1,0,-930,6300,6300,6300,6300,512,512,512,6300,6300,6300,6300,512,512,512
-930,3,-256,3,-2+1w,-309,1156,1156,1156,1156,128,128,128,1156,1156,1156,1156,128,128,128
-932,1,-928,1,0,-932,5628,5628,5628,5628,464,464,464,5628,5628,5628,5628,464,464,464
-933,1,-1240,1,0,-933,6326,6302,6326,6302,596,620,644,6302,6326,6302,6326,596,620,644
-933,1,-1240,1,-1+1w,-932,6302,6326,6302,6326,644,620,596,6326,6302,6326,6302,644,620,596
-934,1,-1864,1,0,-934,9900,9900,9900,9900,932,932,932,9900,9900,9900,9900,932,932,932
-935,1,-640,1,0,-935,4360,4382,4360,4382,342,320,298,4382,4360,4382,4360,342,320,298
-935,1,-640,1,-1+1w,-934,4382,4360,4382,4360,298,320,342,4360,4382,4360,4382,298,320,342
-936,1,-1344,1,0,-936,7330,7330,7330,7330,672,672,672,7330,7330,7330,7330,672,672,672
-938,1,-1088,1,0,-938,6648,6648,6648,6648,544,544,544,6648,6648,6648,6648,544,544,544
-940,1,-1472,1,0,-940,8112,8112,8112,8112,736,736,736,8112,8112,8112,8112,736,736,736
-941,1,-940,1,0,-941,5203,5156,5203,5156,423,470,517,5156,5203,5156,5203,423,470,517
-941,1,-940,1,-1+1w,-940,5156,5203,5156,5203,517,470,423,5203,5156,5203,5156,517,470,423
-942,1,-1264,1,0,-942,7736,7736,7736,7736,632,632,632,7736,7736,7736,7736,632,632,632
-943,1,-1760,1,0,-943,8052,8034,8052,8034,862,880,898,8034,8052,8034,8052,862,880,898
-943,1,-1760,1,-1+1w,-942,8034,8052,8034,8052,898,880,862,8052,8034,8052,8034,898,880,862
-944,1,-928,1,0,-944,5832,5832,5832,5832,464,464,464,5832,5832,5832,5832,464,464,464
-945,1,-1152,1,0,-945,5914,5892,5914,5892,554,576,598,5892,5914,5892,5914,554,576,598
-945,1,-1152,1,-1+1w,-944,5892,5914,5892,5914,598,576,554,5914,5892,5914,5892,598,576,554
-946,1,-1760,1,0,-946,9744,9744,9744,9744,880,880,880,9744,9744,9744,9744,880,880,880
-947,1,-946,1,0,-947,5229,5226,5229,5226,470,473,476,5226,5229,5226,5229,470,473,476
-947,1,-946,1,-1+1w,-946,5226,5229,5226,5229,476,473,470,5229,5226,5229,5226,476,473,470
-950,1,-800,1,0,-950,5460,5460,5460,5460,400,400,400,5460,5460,5460,5460,400,400,400
-951,1,-1264,1,0,-951,6458,6470,6458,6470,644,632,620,6470,6458,6470,6458,644,632,620
-951,1,-1264,1,-1+1w,-950,6470,6458,6470,6458,620,632,644,6458,6470,6458,6470,620,632,644
-952,1,-2048,1,0,-952,10068,10068,10068,10068,1024,1024,1024,10068,10068,10068,10068,1024,1024,1024
-953,1,-952,1,0,-953,5255,5254,5255,5254,475,476,477,5254,5255,5254,5255,475,476,477
-953,1,-952,1,-1+1w,-952,5254,5255,5254,5255,477,476,475,5255,5254,5255,5254,477,476,475
-954,1,-1248,1,0,-954,7480,7480,7480,7480,624,624,624,7480,7480,7480,7480,624,624,624
-955,1,-1520,1,0,-955,7440,7428,7440,7428,748,760,772,7428,7440,7428,7440,748,760,772
-955,1,-1520,1,-1+1w,-954,7428,7440,7428,7440,772,760,748,7440,7428,7440,7428,772,760,748
-956,1,-952,1,0,-956,5778,5778,5778,5778,476,476,476,5778,5778,5778,5778,476,476,476
-957,1,-1120,1,0,-957,5834,5812,5834,5812,538,560,582,5812,5834,5812,5834,538,560,582
-957,1,-1120,1,-1+1w,-956,5812,5834,5812,5834,582,560,538,5834,5812,5834,5812,582,560,538
-957,3,-280,3,-2+1w,-318,976,970,976,970,134,140,146,970,976,970,976,134,140,146
-957,3,-280,3,-1+2w,-318,970,976,970,976,146,140,134,976,970,976,970,146,140,134
-958,1,-1912,1,0,-958,10158,10158,10158,10158,956,956,956,10158,10158,10158,10158,956,956,956
-959,1,-1088,1,0,-959,5642,5626,5642,5626,528,544,560,5626,5642,5626,5642,528,544,560
-959,1,-1088,1,-1+1w,-958,5626,5642,5626,5642,560,544,528,5642,5626,5642,5626,560,544,528
-960,1,-1024,1,0,-960,6572,6572,6572,6572,512,512,512,6572,6572,6572,6572,512,512,512
-962,1,-1064,1,0,-962,6522,6522,6522,6522,532,532,532,6522,6522,6522,6522,532,532,532
-963,1,-1272,1,0,-963,6356,6360,6356,6360,640,636,632,6360,6356,6360,6356,640,636,632
-963,1,-1272,1,-1+1w,-962,6360,6356,6360,6356,632,636,640,6356,6360,6356,6360,632,636,640
-965,1,-776,1,0,-965,4732,4730,4732,4730,386,388,390,4730,4732,4730,4732,386,388,390
-965,1,-776,1,-1+1w,-964,4730,4732,4730,4732,390,388,386,4732,4730,4732,4730,390,388,386
-966,1,-1408,1,0,-966,7836,7836,7836,7836,704,704,704,7836,7836,7836,7836,704,704,704
-966,3,-352,3,-2+1w,-321,1360,1360,1360,1360,176,176,176,1360,1360,1360,1360,176,176,176
-968,1,-880,1,0,-968,5868,5868,5868,5868,440,440,440,5868,5868,5868,5868,440,440,440
-969,1,-1280,1,0,-969,6566,6564,6566,6564,638,640,642,6564,6566,6564,6566,638,640,642
-969,1,-1280,1,-1+1w,-968,6564,6566,6564,6566,642,640,638,6566,6564,6566,6564,642,640,638
-970,1,-1568,1,0,-970,9210,9210,9210,9210,784,784,784,9210,9210,9210,9210,784,784,784
-971,1,-970,1,0,-971,5363,5362,5363,5362,484,485,486,5362,5363,5362,5363,484,485,486
-971,1,-970,1,-1+1w,-970,5362,5363,5362,5363,486,485,484,5363,5362,5363,5362,486,485,484
-974,1,-976,1,0,-974,6420,6420,6420,6420,488,488,488,6420,6420,6420,6420,488,488,488
-977,1,-976,1,0,-977,5405,5416,5405,5416,499,488,477,5416,5405,5416,5405,499,488,477
-977,1,-976,1,-1+1w,-976,5416,5405,5416,5405,477,488,499,5405,5416,5405,5416,477,488,499
-978,1,-1312,1,0,-978,8048,8048,8048,8048,656,656,656,8048,8048,8048,8048,656,656,656
-979,1,-1760,1,0,-979,8256,8250,8256,8250,874,880,886,8250,8256,8250,8256,874,880,886
-979,1,-1760,1,-1+1w,-978,8250,8256,8250,8256,886,880,874,8256,8250,8256,8250,886,880,874
-980,1,-896,1,0,-980,5616,5616,5616,5616,448,448,448,5616,5616,5616,5616,448,448,448
-982,1,-1960,1,0,-982,10476,10476,10476,10476,980,980,980,10476,10476,10476,10476,980,980,980
-983,1,-982,1,0,-983,5445,5448,5445,5448,494,491,488,5448,5445,5448,5445,494,491,488
-983,1,-982,1,-1+1w,-982,5448,5445,5448,5445,488,491,494,5445,5448,5445,5448,488,491,494
-984,1,-1280,1,0,-984,7200,7200,7200,7200,640,640,640,7200,7200,7200,7200,640,640,640
-984,3,-320,3,-2+1w,-327,1244,1244,1244,1244,160,160,160,1244,1244,1244,1244,160,160,160
-985,1,-1568,1,0,-985,7702,7706,7702,7706,788,784,780,7706,7702,7706,7702,788,784,780
-985,1,-1568,1,-1+1w,-984,7706,7702,7706,7702,780,784,788,7702,7706,7702,7706,780,784,788
-986,1,-896,1,0,-986,6372,6372,6372,6372,448,448,448,6372,6372,6372,6372,448,448,448
-987,1,-1472,1,0,-987,7120,7120,7120,7120,736,736,736,7120,7120,7120,7120,736,736,736
-987,1,-1472,1,-1+1w,-986,7120,7120,7120,7120,736,736,736,7120,7120,7120,7120,736,736,736
-989,1,-968,1,0,-989,5436,5454,5436,5454,502,484,466,5454,5436,5454,5436,502,484,466
-989,1,-968,1,-1+1w,-988,5454,5436,5454,5436,466,484,502,5436,5454,5436,5454,466,484,502
-990,1,-960,1,0,-990,6800,6800,6800,6800,480,480,480,6800,6800,6800,6800,480,480,480
-992,1,-1024,1,0,-992,6246,6246,6246,6246,512,512,512,6246,6246,6246,6246,512,512,512
-994,1,-2240,1,0,-994,11304,11304,11304,11304,1120,1120,1120,11304,11304,11304,11304,1120,1120,1120
-995,1,-800,1,0,-995,4910,4912,4910,4912,402,400,398,4912,4910,4912,4910,402,400,398
-995,1,-800,1,-1+1w,-994,4912,4910,4912,4910,398,400,402,4910,4912,4910,4912,398,400,402
-996,1,-1312,1,0,-996,7520,7520,7520,7520,656,656,656,7520,7520,7520,7520,656,656,656
-998,1,-1000,1,0,-998,6624,6624,6624,6624,500,500,500,6624,6624,6624,6624,500,500,500
-1000,1,-1600,1,0,-1000,8964,8964,8964,8964,800,800,800,8964,8964,8964,8964,800,800,800
-1001,1,-1120,1,0,-1001,5886,5880,5886,5880,554,560,566,5880,5886,5880,5886,554,560,566
-1001,1,-1120,1,-1+1w,-1000,5880,5886,5880,5886,566,560,554,5886,5880,5886,5880,566,560,554
-1002,1,-1328,1,0,-1002,7728,7728,7728,7728,664,664,664,7728,7728,7728,7728,664,664,664
-1002,3,-332,3,-2+1w,-333,1358,1358,1358,1358,166,166,166,1358,1358,1358,1358,166,166,166
-1003,1,-1856,1,0,-1003,8596,8600,8596,8600,932,928,924,8600,8596,8600,8596,932,928,924
